추천순위,결합순위,기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank,선정의견,판단코멘트
43,43,2026-04-28,한화손해보험,000370,KS,손해보험,6760.0,6572.5,6884.0,6178.833333333333,6066.55,1,52.25425166400756,29.510357464149383,1.220374527840469,0,1.501501501501501,6.122448979591844,2504.159516987116,,2754.575468685828,DART,TRAILING_DART,,2504.159516987116,2.6995085393494844,30049.914203845394,344.5253580450502,100.0,0,3.0,52.03358475078028,76.01679237539014,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,71.3917525773196,우선검토,추세는 양호하지만 확인이 더 필요합니다.
44,44,2026-04-28,다우기술,023590,KS,증권,47900.0,47465.0,49689.16666666666,44320.0,40860.0,1,49.14199288691118,74.08463144511128,0.6899961753749083,0,-2.5432349949135347,11.00811123986094,26705.72355943469,,29376.29591537816,DART,TRAILING_DART,,26705.72355943469,1.793622999706283,320468.6827132163,569.0369158939797,100.0,0,3.0,51.60991929185767,75.80495964592883,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,25.257731958762886,우선검토,추세는 양호하지만 확인이 더 필요합니다.
45,45,2026-04-28,케이프,064820,KQ,증권,16120.0,12325.0,11478.5,11258.416666666666,10758.65,1,75.03658285251517,609.9925448907848,1.056286909805331,0,23.904688700999223,64.32212028542304,2078.7595188204364,,2286.63547070248,DART,TRAILING_DART,,2078.7595188204364,7.754624743292612,24945.11422584524,54.74636616529305,75.58513800744048,0,3.0,75.87034258097572,75.7277402942081,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,61.46907216494846,우선검토,추세는 양호하지만 확인이 더 필요합니다.
46,46,2026-04-28,넥센타이어,002350,KS,자동차부품,7720.0,7433.5,7900.833333333333,7744.916666666667,7068.7,1,56.123393998101314,59.11138928040987,1.619987016355494,0,1.4454664914586024,7.972027972027962,1547.8373423024236,1587.0,1587.0,DART,TRAILING_DART,,1547.8373423024236,4.987604181015831,18574.04810762908,140.5964780780969,98.0596478078097,0,3.0,53.29312827421068,75.67638804101018,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,84.27835051546391,우선검토,추세는 양호하지만 확인이 더 필요합니다.
47,47,2026-04-28,KG이니시스,035600,KQ,IT서비스,11470.0,10946.0,10947.833333333334,10690.083333333334,10686.85,1,62.20307332669622,48.57488042893533,1.0629152253990617,0,-1.035375323554788,14.47105788423153,2097.0631387674302,,2306.7694526441733,DART,TRAILING_DART,,2097.0631387674302,5.4695539623769305,25164.757665209163,119.39631791812695,95.9396317918127,0,3.0,55.301370623207106,75.6205012075099,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,61.855670103092784,우선검토,추세는 양호하지만 확인이 더 필요합니다.
48,48,2026-04-28,SK,034730,KS,석유와가스,414000.0,359575.0,350983.3333333333,309316.6666666667,270297.0,1,70.35598058382023,6373.205624406372,0.947535969539028,1,7.11513583441139,37.54152823920265,49036.04766294023,43752.0,43752.0,DART,TRAILING_DART,,49036.04766294023,8.442768529097565,588432.5719552828,42.13347148678328,67.38675646640914,0,3.0,83.45048969823016,75.41862308231964,최종매수후보,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,51.80412371134021,우선검토,점수와 추세가 양호합니다. 분할 접근을 고려할 수 있습니다.
49,49,2026-04-28,효성,004800,KS,복합기업,227000.0,158065.0,151558.33333333334,142734.16666666666,121038.0,1,82.868277396192,6900.674906749962,8.734138643764556,1,38.58363858363858,76.65369649805447,25215.68690934456,17204.0,17204.0,DART|DAILY_DISC,TRAILING_DART,,25215.68690934456,9.002332588285634,302588.24291213474,33.298785423847896,61.64421052550113,0,3.0,88.47074124758376,75.05747588654245,최종매수후보,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,99.48453608247422,우선검토,점수와 추세가 양호합니다. 분할 접근을 고려할 수 있습니다.
50,50,2026-04-28,영원무역홀딩스,009970,KS,"섬유,의류,신발,호화품",206000.0,212700.0,220550.0,201065.0,174604.0,1,43.15218331303044,-267.16779445779594,1.0998827117053718,0,-2.8301886792452824,-5.936073059360735,44925.16507132959,,49417.68157846255,DART,TRAILING_DART,,44925.16507132959,4.585403296191012,539101.980855955,161.6999907067743,100.0,0,3.0,49.85415628153295,74.92707814076647,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,63.78865979381443,우선검토,추세는 양호하지만 확인이 더 필요합니다.
51,51,2026-04-28,코리안리,003690,KS,손해보험,12620.0,12189.5,12777.5,12068.916666666666,11594.55,1,54.54458687532606,69.66965161180173,1.3206921725770184,1,2.6016260162601723,3.104575163398682,1822.3155821957605,,2004.5471404153368,DART,TRAILING_DART,,1822.3155821957605,6.925254946672737,21867.786986349125,73.27881922622129,87.63123249704384,0,3.0,61.58794673737991,74.60958961721187,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,75.51546391752578,우선검토,추세는 양호하지만 확인이 더 필요합니다.
52,52,2026-04-28,DB손해보험,005830,KS,손해보험,173500.0,168530.0,174193.33333333334,150618.33333333334,143917.0,1,52.03377499887698,824.0558978362634,0.764051036470888,0,1.6403046280023537,5.921855921855923,25806.828663668857,,28387.511530035747,DART,TRAILING_DART,,25806.828663668857,6.723026771757324,309681.9439640263,78.49103398502957,91.01917209026922,0,3.0,58.142718667683134,74.58094537897618,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,33.24742268041237,우선검토,추세는 양호하지만 확인이 더 필요합니다.
53,53,2026-04-28,현대해상,001450,KS,손해보험,30850.0,30292.5,31135.83333333333,30042.916666666668,29093.5,1,52.75084235027064,97.82116452490672,1.193367803652785,0,2.3217247097844007,2.3217247097844007,11407.383087058166,,12548.121395763985,DART,TRAILING_DART,,11407.383087058166,2.7043888825825224,136888.597044698,343.72316708167904,100.0,0,3.0,48.0973519823765,74.04867599118825,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,70.36082474226805,우선검토,추세는 양호하지만 확인이 더 필요합니다.
54,54,2026-04-28,폰드그룹,472850,KQ,"섬유,의류,신발,호화품",5960.0,5415.5,5610.5,5322.7580159505205,5468.346909179688,1,66.29558496634439,67.60588198738569,2.131243851472306,1,9.558823529411775,18.962075848303385,768.401487402168,,845.2416361423848,DART,TRAILING_DART,,768.401487402168,7.756361872944475,9220.817848826016,54.71170887291974,75.56261076739783,0,3.0,72.49328573813841,74.02794825276811,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,89.69072164948454,우선검토,추세는 양호하지만 확인이 더 필요합니다.
55,55,2026-04-28,SNT홀딩스,036530,KS,자동차부품,63000.0,61360.0,60648.333333333336,59100.833333333336,61028.5,1,54.32153754493328,77.04995922565979,0.6204815268573933,0,0.6389776357827559,8.247422680412363,13473.50692534283,,14820.857617877116,DART,TRAILING_DART,,13473.50692534283,4.675842774200153,161682.08310411396,156.63822714938723,99.66382271493872,0,3.0,48.09956735614126,73.88169503553999,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,19.716494845360824,우선검토,추세는 양호하지만 확인이 더 필요합니다.
56,56,2026-04-28,유진투자증권,001200,KS,증권,6280.0,4984.75,4866.666666666667,4206.333333333333,3965.025,1,75.90042846591366,108.28720448612496,32.391179242920714,1,24.110671936758887,42.242355605889,666.2604596053093,,732.8865055658403,DART|DAILY_DISC,TRAILING_DART,,666.2604596053093,9.425743205172724,7995.125515263711,27.310915848148266,57.75209530129637,0,3.0,89.62582545004062,73.6889603756685,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,100.0,우선검토,추세는 양호하지만 확인이 더 필요합니다.
57,57,2026-04-28,하나금융지주,086790,KS,은행,127000.0,118925.0,115998.33333333331,105095.0,97833.0,1,67.44937438280157,541.8308367900645,1.3264386061045184,1,3.2520325203251987,19.13696060037524,14712.50913937596,15539.0,15539.0,DART|DAILY_DISC,TRAILING_DART,,14712.50913937596,8.63211018575359,176550.10967251152,39.01583438780434,65.36029235207282,0,3.0,80.52778475608194,72.94403855407738,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,75.9020618556701,우선검토,추세는 양호하지만 확인이 더 필요합니다.
58,58,2026-04-28,하림지주,003380,KQ,식품,13190.0,13558.0,14887.333333333334,12314.0,10814.2,1,43.047767060679085,17.752582876755582,0.911511803397144,0,-4.76534296028881,-2.65682656826568,4586.912651464162,,5045.603916610578,DART,TRAILING_DART,,4586.912651464162,2.875572526062753,55042.95181756995,317.3082018011368,100.0,0,3.0,45.837817523814,72.918908761907,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,47.42268041237113,우선검토,추세는 양호하지만 확인이 더 필요합니다.
59,59,2026-04-28,F&F홀딩스,007700,KS,"섬유,의류,신발,호화품",19650.0,18820.0,19462.0,19532.33333333333,19328.4,1,56.56993636408583,128.40407307684535,0.9050507876011818,0,1.1322696860524897,10.704225352112685,9405.895715224024,,10346.485286746429,DART,TRAILING_DART,,9405.895715224024,2.0891152310135928,112870.74858268828,474.40584520452046,100.0,0,3.0,45.77877190804879,72.88938595402439,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,46.77835051546392,우선검토,추세는 양호하지만 확인이 더 필요합니다.
60,60,2026-04-28,BNK금융지주,138930,KS,은행,18860.0,18415.0,18844.83333333333,17115.333333333332,16127.85,1,54.036459326613226,52.93958377561637,0.6809954140469219,0,0.1593202336696686,5.422023476802673,2694.438949970562,2763.0,2763.0,DART,TRAILING_DART,,2694.438949970562,6.999601902357466,32333.267399646746,71.43832131307926,86.43490885350153,0,3.0,57.60365389880408,72.0192813761528,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,24.355670103092784,우선검토,추세는 양호하지만 확인이 더 필요합니다.
61,61,2026-04-28,NICE,034310,KS,IT서비스,13820.0,13508.0,13923.833333333334,13723.75,13617.025,1,53.96189426627463,55.06323151896481,0.5289449236894492,1,0.7288629737609353,5.981595092024539,2083.1976860451964,,2291.5174546497165,DART,TRAILING_DART,,2083.1976860451964,6.634031946452616,24998.37223254236,80.88547201550188,92.08854720155018,0,3.0,51.10438637772221,71.5964667896362,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,12.886597938144329,우선검토,추세는 양호하지만 확인이 더 필요합니다.
62,62,2026-04-28,메가스터디교육,215200,KQ,교육서비스,46200.0,45525.0,46071.66666666666,44250.0,45442.0,1,53.15998536505405,102.13677078389507,1.2521990405471284,0,1.2048192771084263,-6.57229524772498,8966.069177333111,,9862.676095066425,DART,TRAILING_DART,,8966.069177333111,5.152759708434665,107592.83012799732,132.8849136969639,97.28849136969639,0,3.0,45.70268806769935,71.49558971869787,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,72.68041237113401,우선검토,추세는 양호하지만 확인이 더 필요합니다.
63,63,2026-04-28,에스엘,005850,KS,자동차부품,66000.0,59330.0,60220.0,51566.66666666666,44594.75,1,60.50496803391475,787.6560440991877,1.7509566348050851,1,1.6949152542372836,19.133574007220226,6906.362346356784,7950.0,7950.0,DART,TRAILING_DART,,6906.362346356784,9.556405628618087,82876.3481562814,25.570224479214243,56.62064591148926,0,3.0,85.52913754296871,71.07489172722899,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,85.56701030927834,우선검토,추세는 양호하지만 확인이 더 필요합니다.
64,64,2026-04-28,이지홀딩스,035810,KQ,식품,5440.0,5677.5,6037.333333333333,5300.541666666667,4717.4,1,39.12349809647106,-24.61008691401756,1.7951958852224716,0,-4.393673110720564,-3.2028469750889688,1073.393331022285,,1180.7326641245138,DART,TRAILING_DART,,1073.393331022285,5.06803968571243,12880.719972267421,136.7779406666805,97.67779406666806,0,3.0,44.157842575249916,70.91781832095899,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,86.08247422680412,우선검토,추세는 양호하지만 확인이 더 필요합니다.
65,65,2026-04-28,이노션,214320,KS,광고,19510.0,18507.0,19095.33333333333,18702.75,18784.7,1,67.56091158620616,164.81632481331516,0.7527829424898566,1,2.630194634402949,8.328706274292053,2724.29292705,2562.0,2562.0,DART,TRAILING_DART,,2724.29292705,7.161491264864238,32691.5151246,67.56286583598154,83.915862793388,0,3.0,56.013513503047385,69.96468814821769,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,32.21649484536083,우선검토,추세는 양호하지만 확인이 더 필요합니다.
66,66,2026-04-28,서희건설,035890,KQ,건설,1623.0,1623.0,1623.0,1623.0,1658.14,0,29.702328094410063,0.000171704256274,,1,0.0,0.0,524.790316019571,,577.2693476215281,DART,TRAILING_DART,,524.790316019571,3.092663775334363,6297.483792234852,288.015021086559,100.0,0,3.0,39.87838498450067,69.93919249225033,관찰,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,,관찰후진입,리스크가 높아 비중을 낮게 유지하는 편이 좋습니다.
67,67,2026-04-28,현대그린푸드,453340,KS,식품,16240.0,16008.0,15894.666666666666,15830.833333333334,15988.0,1,56.8104029859169,25.17244346813638,0.3773618665903235,0,-0.3680981595092003,2.6548672566371723,2699.4712250194725,,2969.41834752142,DART,TRAILING_DART,,2699.4712250194725,6.015993002438044,32393.65470023367,99.46831711966546,93.94683171196655,0,3.0,45.865881478857816,69.90635659541218,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,4.768041237113402,우선검토,추세는 양호하지만 확인이 더 필요합니다.
68,68,2026-04-28,에이스침대,003800,KQ,가구,34350.0,34175.0,34817.5,32700.83333333333,31173.25,1,52.11735003012805,34.42844264923545,0.8348605866357522,0,-0.1453488372093025,4.566210045662111,5047.208299909828,,5551.929129900812,DART,TRAILING_DART,,5047.208299909828,6.805742493452011,60566.499598917944,76.32168733309446,89.6090967665114,0,3.0,49.59701434356024,69.60305555503582,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,39.69072164948454,우선검토,추세는 양호하지만 확인이 더 필요합니다.
69,69,2026-04-28,쿠쿠홈시스,284740,KS,가정용기기와용품,24550.0,24020.0,24467.5,24327.08333333333,25404.0,0,53.24861796934347,93.75661588703008,0.857517282049602,0,0.0,6.047516198704095,5986.431598946933,,6585.074758841627,DART,TRAILING_DART,,5986.431598946933,4.100940534310718,71837.1791873632,192.61580117052222,100.0,0,3.0,38.851754544571925,69.42587727228596,관찰,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,41.49484536082475,우선검토,신호는 있으나 추가 확인이 필요합니다.
70,70,2026-04-28,쿠쿠홀딩스,192400,KS,가정용기기와용품,29350.0,28327.5,28319.166666666668,28520.83333333333,29610.25,0,61.3240513428122,120.56863837892335,0.800240134143901,1,1.5570934256055269,7.116788321167888,4083.512211102889,,4491.863432213178,DART,TRAILING_DART,,4083.512211102889,7.187440243278481,49002.14653323467,66.9579098236275,83.52264138535787,0,3.0,55.23777071792689,69.38020605164238,관찰,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,36.855670103092784,우선검토,신호는 있으나 추가 확인이 필요합니다.
71,71,2026-04-28,BGF,027410,KS,화학,5100.0,4953.5,4484.166666666667,4214.916666666667,4137.1,1,60.328911513439714,-11.756202622621627,0.5210971180573686,0,1.7964071856287456,12.70718232044199,589.4039993045734,,648.3443992350308,DART,TRAILING_DART,,589.4039993045734,8.652808610083056,7072.84799165488,38.68329395401726,65.14414107011122,0,3.0,72.24619078040064,68.69516592525594,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,12.371134020618557,우선검토,추세는 양호하지만 확인이 더 필요합니다.
72,72,2026-04-28,기업은행,024110,KS,은행,22500.0,22170.0,23359.166666666668,21998.0,21013.4,1,49.65832257483404,67.89863617101895,1.235981795099978,0,-0.2217294900221711,5.386416861826704,3409.5558041145014,3499.0,3499.0,DART|DAILY_DISC,TRAILING_DART,,3409.5558041145014,6.59910008595489,40914.66964937402,81.84297621944008,92.18429762194401,0,3.0,44.60956273584477,68.3969301788944,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,71.90721649484536,우선검토,추세는 양호하지만 확인이 더 필요합니다.
73,73,2026-04-28,현대홈쇼핑,057050,KS,인터넷과카탈로그소매,87000.0,80695.0,77743.33333333333,66117.5,61734.5,1,59.98836716601868,832.0660307655623,0.8954146989705135,0,-0.4576659038901587,9.571788413098249,9559.69225,,10515.661475,DART,TRAILING_DART,,9559.69225,9.100711374887617,114716.307,31.857824137931033,60.707585689655176,0,3.0,75.60429099604241,68.1559383428488,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,46.00515463917525,우선검토,추세는 양호하지만 확인이 더 필요합니다.
74,74,2026-04-28,미코,059090,KQ,반도체와반도체장비,21150.0,17392.0,16089.333333333334,14942.75,14940.15,1,65.32911393724822,390.5938305500322,0.6064110514918805,0,-5.790645879732736,68.39171974522293,2242.863341642333,,2467.149675806567,DART,TRAILING_DART,,2242.863341642333,9.429910243444857,26914.360099708,27.254657681834505,57.715527493192425,0,3.0,77.41620168439869,67.56586458879556,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,18.556701030927837,우선검토,추세는 양호하지만 확인이 더 필요합니다.
75,75,2026-04-28,유비쿼스홀딩스,078070,KQ,통신장비,16240.0,16665.0,14013.833333333334,12326.416666666666,11529.4,1,50.97535369723082,-285.2651695086289,0.2796129921079203,0,-6.666666666666665,11.768754301445284,1911.1518220173484,,2102.2670042190834,DART,TRAILING_DART,,1911.1518220173484,8.497493403144494,22933.82186420818,41.21811492739027,66.79177470280368,0,3.0,67.49119774901101,67.14148622590734,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,2.5773195876288657,우선검토,추세는 양호하지만 확인이 더 필요합니다.
76,76,2026-04-28,F&F,383220,KS,"섬유,의류,신발,호화품",67000.0,64905.0,66436.66666666667,68218.33333333333,68351.5,0,55.82803714316093,277.3947765374593,0.8862253726109942,0,-1.0339734121122546,9.298531810766718,10459.855496040876,10579.0,10579.0,DART|DAILY_DISC,TRAILING_DART,,10459.855496040876,6.405442219097571,125518.26595249052,87.34069545147838,92.73406954514783,0,3.0,41.444831609945325,67.08945057754659,관찰,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,44.20103092783505,우선검토,신호는 있으나 추가 확인이 필요합니다.
77,77,2026-04-28,서부T&D,006730,KQ,"호텔,레스토랑,레저",14840.0,13591.5,15013.0,13548.583333333334,11984.15,1,60.708004182132015,223.31602669262017,1.4584946755560313,0,7.30296456977586,13.8036809815951,1789.664963901031,712.0,712.0,DART,TRAILING_DART,,1789.664963901031,8.292054825531388,21475.97956681237,44.71684344213187,69.06594823738571,0,3.0,64.58374778531552,66.82484801135061,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,80.79896907216495,우선검토,추세는 양호하지만 확인이 더 필요합니다.
78,78,2026-04-28,현대차,005380,KS,자동차,555000.0,507050.0,513033.3333333333,418591.6666666667,340020.0,1,59.81855644870137,4341.726704092032,2.7978981014418585,1,1.6483516483516425,24.57912457912459,50619.69175811383,40715.0,40715.0,DART|DAILY_DISC,TRAILING_DART,,50619.69175811383,10.964112595787173,607436.301097366,9.447982179705594,46.14118841680864,0,3.0,87.32788140764276,66.7345349122257,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,94.3298969072165,우선검토,추세는 양호하지만 확인이 더 필요합니다.
79,79,2026-04-28,우리금융지주,316140,KS,은행,33500.0,34040.0,34121.666666666664,30820.416666666668,28603.25,1,46.23146194258148,-122.9770433625423,1.2084014658668534,0,-6.424581005586594,4.5241809672387,4396.692703559761,4486.0,4486.0,DART|DAILY_DISC,TRAILING_DART,,4396.692703559761,7.619363521329769,52760.31244271713,57.49346997826008,77.37075548586904,0,3.0,55.34096580922125,66.35586064754514,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,70.61855670103093,우선검토,추세는 양호하지만 확인이 더 필요합니다.
80,80,2026-04-28,세아홀딩스,058650,KS,철강,158300.0,156870.0,157815.0,143775.0,137453.0,1,52.52715082427793,56.037980890883055,1.3558331507049457,0,1.4093529788597126,6.028131279303417,19911.624296004207,,21902.78672560463,DART,TRAILING_DART,,19911.624296004207,7.950129916411042,238939.4915520505,50.94092959699967,73.11160423804978,0,3.0,59.21743618960309,66.16452021382644,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,76.67525773195877,우선검토,추세는 양호하지만 확인이 더 필요합니다.
81,81,2026-04-28,유안타증권,003470,KS,증권,5540.0,4919.0,4902.083333333333,4350.208333333333,4099.35,1,67.90560785172549,67.35609699167784,4.452465416540113,1,9.702970297029712,25.339366515837103,479.1241408870661,,527.0365549757728,DART|DAILY_DISC,TRAILING_DART,,479.1241408870661,11.562765319532977,5749.489690644794,3.7814023582092737,42.45791153283603,0,3.0,89.85774713394854,66.15782933339229,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,97.55154639175258,우선검토,추세는 양호하지만 확인이 더 필요합니다.
82,82,2026-04-28,명신산업,009900,KS,자동차부품,13530.0,10652.0,10065.333333333334,9495.083333333334,9215.1,1,69.74003863340391,414.8868808870307,2.0236583439657325,0,28.36812144212524,41.82389937106918,1302.3581119758169,,1432.5939231733987,DART,TRAILING_DART,,1302.3581119758169,10.38884764150894,15628.297343709803,15.508479997855162,50.08051199860586,0,3.0,81.74905811749076,65.91478505804831,진입대기,1.8,NEUTRAL,0.8,,비밸류평가,EPS없음,88.14432989690721,우선검토,추세는 양호하지만 확인이 더 필요합니다.
